OSKMcMycOpen,BSGMcMycOpen,GETMcMycOpen,GETME_EScMycOpen,GETME_TScMycOpen,OSKMcMycClose,BSGMcMycClose,GETMcMycClose,GETME_EScMycClose,GETME_TScMycClose
Aga,Arhgap32,Akap6,Alad,Akap12,Cdan1,,Arid2,Atp2b1,Asah2
Agap1,Arhgap42,Akap7,Alcam,Akap13,Cdc20,,Arid5b,Atp5a1,Asap1
Agbl3,Arhgap5,Akirin1,Aldh1l1,Akap6,Cdc40,,Arl14ep,Atp5c1,Ascc3
Agfg2,Arhgdia,Akr1a1,Aldh5a1,Akap7,Cdc42bpa,,Arl2bp,Atp5g3,Asna1
Agk,Arhgef1,Akr1b8,Aldh7a1,Akap8,Cdc42ep3,,Arl4c,Atp5o,Aspa
Agl,Arhgef2,Akr1e1,Aldh9a1,Akr1b8,Cdca7,,Arl4d,Atp6v0d2,Aspg
Ago3,Arhgef28,Akr7a5,Alg1,Akr7a5,Cdh1,,Arl5a,Atp6v0e,Asph
Agpat2,Arhgef33,Aktip,Alg13,Akt3,Cdh10,,Arl5b,Atp6v1h,Aspn
Agpat4,Arhgef7,Alad,Alg2,Aktip,Cdh11,,Arl8b,Atp8b1,Astn1
Agpat5,Arid1a,Alcam,Alg3,Alad,Cdh13,,Armc2,Atp8b4,Asun
Agpat6,Arid1b,Aldh2,Alg9,Alcam,Cdh18,,Armc5,Atp9b,Asxl3
Agpat9,Arid2,Aldh7a1,Alkbh2,Aldh1l1,Cdh2,,Armc9,Atr,Atad3a
Agps,Arid3a,Aldh9a1,Alms1,Aldh2,Cdh20,,Arnt2,Atrn,Ate1
Agtrap,Arid4a,Aldoa,Alox5ap,Aldh3a2,Cdh3,,Arntl,Atrnl1,Atf3
Ahcy,Arih1,Alg13,Alpl,Aldh4a1,Cdh5,,Arrdc4,Atxn1,Atf6
Ahcyl2,Arl1,Alg14,Als2,Aldh5a1,Cdh6,,Arsb,Atxn7l3b,Atf7
Ahdc1,Arl10,Alg2,Alx4,Aldh7a1,Cdk14,,Arsj,Auh,Atf7ip
Ahnak,Arl2bp,Alg3,Amfr,Aldh9a1,Cdkn1a,,Art4,Avpr1a,Atg16l2
Ahr,Arl4a,Alkbh2,Ammecr1l,Aldoa,Cdkn1c,,Artn,Axin2,Athl1
Ahrr,Arl4c,Alms1,Amn,Alg13,Cdkn2aipnl,,Asah1,B3galt1,Atic
Aif1l,Arl4d,Alox12,Amotl1,Alg14,Cdon,,Asap1,B3gnt2,Atp10a
Aifm2,Arl5a,Alox5ap,Amotl2,Alg2,Cdr2,,Asb1,B3gntl1,Atp11a
Aim1,Arl5b,Als2,Amz1,Alg3,Celf2,,Asb4,B4galt1,Atp1a1
Ajuba,Arl8a,Als2cl,Anapc11,Alg5,Celf4,,Ascc3,B4galt6,Atp1b1
Ak1,Arl8b,Alx4,Anapc15,Alg9,Cenpa,,Aspg,BC053393,Atp1b3
Ak3,Armc1,Amfr,Anapc4,Alk,Cenph,,Asph,BC107364,Atp2b1
Ak4,Armc6,Ammecr1l,Anapc5,Alkbh2,Cenpq,,Aspm,Bach1,Atp5a1
Ak5,Arpc2,Amn,Anapc7,Alox5ap,Cep128,,Aspn,Bach2,Atp5c1
Akap11,Arrb1,Amotl1,Ang,Alpl,Cep170,,Asrgl1,Bag1,Atp5g3
Akap12,Arrdc1,Amotl2,Angel1,Als2,Cep78,,Astn2,Basp1,Atp5j
Akap13,Arrdc4,Ampd2,Angpt2,Alx4,Cers6,,Asxl3,Batf3,Atp5o
Akap6,Arsb,Amz1,Ank,Amer2,Cfh,,Atad3a,Baz2b,Atp6v0d2
Akap7,Arv1,Anapc4,Ank1,Amfr,Cftr,,Ate1,Bbip1,Atp6v1e1
Akirin1,Asah1,Ang,Ankib1,Amn,Cgnl1,,Atf3,Bbs9,Atp8b1
Akna,Asap1,Angel1,Ankle1,Amotl1,Cgrrf1,,Atf6,Bcar3,Atp8b4
Akr1a1,Asb6,Angpt2,Ankmy2,Amotl2,Champ1,,Atf7,Bcas3,Atp9b
Akt1,Ascc3,Angptl7,Ankra2,Anapc1,Chchd3,,Atg16l1,Bcat2,Atr
Akt1s1,Asns,Ank,Ankrd1,Anapc11,Chchd4,,Atg2b,Bche,Atrn
Akt3,Asnsd1,Ankfy1,Ankrd10,Anapc7,Chd1l,,Atic,Bckdhb,Atrnl1
Aktip,Asph,Ankib1,Ankrd12,Ang,Chic2,,Atl3,Bcl11a,Atxn1
Alas1,Aspm,Ankmy2,Ankrd2,Angel1,Chid1,,Atoh8,Bcl2l1,Atxn10
Alcam,Ass1,Ankra2,Ankrd24,Angpt2,Chmp2b,,Atp10a,Bcl2l11,Atxn2
Aldh18a1,Asxl1,Ankrd12,Ankrd27,Angptl1,Chn2,,Atp10b,Bcl2l13,Atxn7l3b
Aldh1a2,Asxl3,Ankrd13a,Ankrd32,Angptl4,Chrm3,,Atp11a,Bcl6,Auts2
Aldh3a1,Atad1,Ankrd16,Ankrd35,Ank,Chrna7,,Atp12a,Bcor,Avpr1a
Aldh4a1,Atad3a,Ankrd24,Ankrd40,Ank1,Chst11,,Atp13a3,Bcr,Axin1
Aldh5a1,Ate1,Ankrd27,Ankrd44,Ankib1,Chst14,,Atp1a1,Bdh1,Axin2
Aldh9a1,Atf5,Ankrd29,Ankrd50,Ankrd10,Chst8,,Atp1b1,Bdkrb1,Azi2
Alg1,Atf6,Ankrd33b,Ankrd52,Ankrd12,Chsy3,,Atp1b3,Bdkrb2,B3galt1
Alg13,Atf7ip,Ankrd34a,Ankrd55,Ankrd13c,Cisd1,,Atp2a3,Bdnf,B3gnt2
Alg14,Atg2a,Ankrd40,Ankrd6,Ankrd2,Cisd3,,Atp2b1,Begain,B4galt1
Alg3,Atg3,Ankrd44,Ankrd63,Ankrd24,Cited2,,Atp5g3,Bhlha15,B4galt6
Alg6,Atg7,Ankrd50,Ankrd9,Ankrd35,Clcn4-2,,Atp6v0a2,Bhlhe22,B9d1
Alms1,Atl1,Ankrd6,Anks1,Ankrd40,Clic4,,Atp6v0e,Bid,Bace2
Alox5ap,Atl2,Ankrd63,Anks1b,Ankrd44,Cln3,,Atp6v0e2,Birc6,Bach1
Alpk1,Atmin,Anks1,Anln,Ankrd46,Clns1a,,Atp6v1a,Blm,Bach2
Alpl,Atn1,Anln,Ano10,Ankrd50,Cnot1,,Atp6v1c1,Blvra,Bag1
Alx4,Atoh8,Ano1,Ano6,Ankrd54,Cnpy1,,Atp6v1h,Bmp2,Basp1
Alyref,Atp11b,Ano4,Ano8,Ankrd6,Col27a1,,Atp7a,Bmp2k,Batf3
Amacr,Atp13a1,Ano6,Anp32a,Ankrd63,Col4a2,,Atp8b1,Bmp4,Baz2b
Amdhd1,Atp1a3,Anp32a,Anp32b,Ankrd9,Col5a1,,Atp8b2,Bmper,Bbip1
Amfr,Atp2a2,Anp32e,Anp32e,Anks1,Commd9,,Atp8b4,Bmpr1b,Bcar3
Amigo1,Atp2b1,Antxr1,Antxr1,Anln,Coro6,,Atp9b,Bmpr2,Bcas3
Ammecr1,Atp2c1,Antxr2,Antxr2,Ano10,Cpa6,,Atr,Bms1,Bcat1
Ammecr1l,Atp5g1,Anxa1,Anxa1,Ano6,Cpe,,Atrn,Bnc1,Bche
Amotl1,Atp5g3,Anxa11,Anxa11,Anp32a,Cpsf6,,Atrnl1,Bnc2,Bckdhb
Amotl2,Atp5j,Anxa2,Anxa2,Anp32e,Crim1,,Atxn1,Bora,Bcl11a
Ampd3,Atp5l,Anxa3,Anxa3,Antxr1,Crlf1,,Atxn7l3b,Bptf,Bcl2l1
Amph,Atp5o,Ap1g2,Anxa4,Antxr2,Crlf3,,Auh,Brat1,Bcl2l11
Anapc15,Atp5sl,Ap1s3,Anxa5,Anxa1,Crls1,,Avl9,Brk1,Bcl2l13
Angel1,Atp6v1g1,Ap2a2,Anxa6,Anxa11,Cry1,,Avpr1a,Brsk1,Bcl6
Angpt2,Atp6v1h,Ap2m1,Anxa7,Anxa2,Csgalnact2,,Azi2,Bspry,Bcl9
Angptl4,Atpaf1,Ap3b1,Ap1g2,Anxa3,Csk,,B3galt1,Btbd3,Bcor
Ank1,Atr,Ap3d1,Ap2a2,Anxa6,Cspg4,,B3gnt2,Btc,Bdh1
Ank3,Atraid,Ap3s2,Ap2m1,Ap1g2,Ctif,,B3gnt8,Btd,Bdkrb1
Ankfy1,Atxn2,Ap5b1,Ap3d1,Ap2a2,Ctnnbl1,,B4galt1,Btg1,Bdnf
Ankle1,Atxn2l,Ap5s1,Ap3s1,Ap2m1,Ctsd,,B4galt6,Bves,Begain
Ankle2,Atxn3,Ap5z1,Ap4s1,Ap3d1,Ctxn1,,B9d1,C1ql3,Bhlha15
Ankra2,Aup1,Apba2,Ap5b1,Ap3s1,Cul9,,BC005537,C1qtnf3,Bhlhe22
Ankrd12,Aurkaip1,Apbb2,Ap5m1,Ap4s1,Cwc22,,BC048403,Cab39,Bhlhe40
Ankrd13d,Aurkb,Apeh,Ap5s1,Ap5b1,Cxcl12,,BC052040,Cab39l,Bhlhe41
Ankrd16,Auts2,Apex1,Ap5z1,Ap5s1,Cxxc4,,BC053393,Cachd1,Bid
Ankrd34a,Aven,Aph1a,Apaf1,Ap5z1,Cyb5r1,,Bace2,Cacna1b,Bin1
Ankrd40,Avl9,Aph1c,Apba1,Apba1,Cyp1b1,,Bach1,Cacnb2,Blm
Ankrd42,Azi2,Apln,Apbb1ip,Apbb1,Cyp20a1,,Bach2,Cacng7,Blvra
Ankrd45,Azin1,Apod,Apbb2,Apbb2,Cyr61,,Baiap2l1,Cacul1,Bmp2
Ankrd50,B230307C23Rik,Apopt1,Apbb3,Apbb3,Cyth1,,Bambi,Cacybp,Bmp2k
Ankrd52,B3galnt1,App,Apex1,Apex1,Cyyr1,,Basp1,Cadm1,Bmp4
Ankrd55,B3galt4,Appl2,Apln,Aph1c,D16Ertd472e,,Batf3,Calca,Bmper
Ankrd6,B3gnt9,Aprt,App,Apol7a,D930015E06Rik,,Baz1a,Calcrl,Bmpr1b
Anks1,B4galnt1,Aptx,Appbp2,App,D930020B18Rik,,Baz2b,Cald1,Bmpr2
Anln,B4galnt3,Aqp11,Appl1,Appbp2,D930048N14Rik,,Bbc3,Calm1,Bms1
Ano1,B4galnt4,Areg,Appl2,Appl1,Daam1,,Bbip1,Calu,Bnc1
Ano10,B4galt1,Arf1,Aprt,Appl2,Dab2,,Bbs9,Camk2a,Bnc2
Ano4,B4galt2,Arf2,Aqp11,Aprt,Dab2ip,,Bcap29,Camk2d,Bora
Ano6,B4galt5,Arf6,Aqr,Aqp11,Dach1,,Bcar3,Camsap3,Bptf
Ano8,B4galt6,Arfgap1,Arcn1,Aqr,Dact1,,Bcas1,Cap2,Brat1
Ano9,B4galt7,Arfgap3,Arf1,Arcn1,Dag1,,Bcas3,Capn2,Brd3
Anp32a,B930041F14Rik,Arfgef2,Arf3,Arf1,Dagla,,Bcat1,Capzb,Bre
Anp32b,B9d1,Arfip1,Arf6,Arf6,Dap3,,Bche,Car12,Bri3
Anp32e,BC003331,Arfip2,Arfgap1,Arfgap1,Dars,,Bckdhb,Car2,Brk1
Antxr2,BC003965,Arg1,Arfgap3,Arfgap3,Dcaf5,,Bcl10,Car4,Bspry
Anxa1,BC004004,Arhgap11a,Arfip1,Arfip1,Dcakd,,Bcl11a,Car8,Btbd3
Anxa11,BC005537,Arhgap19,Arg1,Arfrp1,Dcbld2,,Bcl2,Card11,Btbd9
Anxa2,BC017158,Arhgap20,Arhgap1,Arg1,Dclk2,,Bcl2a1b,Casq2,Btd
Anxa3,BC024978,Arhgap21,Arhgap10,Arglu1,Dcp1b,,Bcl2l1,Casz1,Btg1
Anxa4,BC030336,Arhgap22,Arhgap17,Arhgap10,Ddx21,,Bcl2l11,Cat,Bves
Anxa5,BC037034,Arhgap24,Arhgap20,Arhgap17,Dennd2d,,Bcl2l13,Cav2,C1ql3
Ap1b1,BC048403,Arhgap26,Arhgap22,Arhgap20,Dennd4a,,Bcl2l14,Cblb,C1qtnf3
Ap1m2,Bach1,Arhgap29,Arhgap23,Arhgap21,Depdc1a,,Bcor,Cbln1,C1qtnf7
Ap1s1,Bach2,Arhgap31,Arhgap24,Arhgap24,Depdc1b,,Bdh1,Cbs,Cab39l
Ap1s3,Bad,Arhgap32,Arhgap26,Arhgap26,Dhx30,,Bdnf,Cbx7,Cachd1
Ap2a2,Bag1,Arhgap39,Arhgap29,Arhgap29,Diap3,,Begain,Cc2d2a,Cacna1e
Ap2m1,Bag3,Arhgap42,Arhgap31,Arhgap31,Dip2b,,Bend4,Ccbe1,Cacna1i
Ap2s1,Bag5,Arhgap5,Arhgap33,Arhgap32,Dkc1,,Bend6,Ccdc102a,Cacng7
Ap3b1,Bag6,Arhgdia,Arhgap39,Arhgap33,Dkk2,,Bhlha15,Ccdc130,Cacul1
Ap3d1,Bahcc1,Arhgdig,Arhgap42,Arhgap39,Dlat,,Bhlhe22,Ccdc141,Cacybp
Ap3s2,Bahd1,Arhgef10,Arhgdia,Arhgap42,Dlg1,,Bhlhe41,Ccdc149,Calca
Ap5b1,Baiap2l1,Arhgef12,Arhgdig,Arhgap5,Dlgap4,,Bicd2,Ccdc15,Calcrl
Ap5m1,Bambi,Arhgef16,Arhgef10,Arhgap8,Dll1,,Bid,Ccdc171,Cald1
Ap5z1,Bax,Arhgef17,Arhgef17,Arhgdia,Dlx2,,Blm,Ccdc34,Calm1
Apba2,Baz1a,Arhgef18,Arhgef2,Arhgdig,Dmrta1,,Blmh,Ccdc51,Calu
Apbb1ip,Baz1b,Arhgef2,Arhgef25,Arhgef10,Dnaaf2,,Blnk,Ccdc53,Camk2a
Apbb2,Baz2a,Arhgef25,Arhgef28,Arhgef12,Dnajb5,,Blvra,Ccdc6,Camk2d
Apc,Bbs10,Arhgef26,Arhgef3,Arhgef17,Dnajb9,,Bmp1,Ccdc71l,Camsap3
Apc2,Bcap29,Arhgef28,Arhgef4,Arhgef2,Dnajc1,,Bmp2k,Ccdc80,Canx
Apcdd1,Bcat1,Arhgef33,Arhgef40,Arhgef25,Dnajc11,,Bmp4,Ccdc88a,Cap2
Apex1,Bcdin3d,Arhgef4,Arhgef7,Arhgef28,Dnajc22,,Bmp6,Ccdc88c,Capn2
Aph1a,Bcl11b,Arhgef40,Arid2,Arhgef3,Dnajc5,,Bmp7,Ccdc91,Capn6
Aph1b,Bcl2,Arid2,Arid3b,Arhgef33,Dnase2a,,Bmper,Cck,Capzb
Aph1c,Bcl2l11,Arid3a,Arid5a,Arhgef4,Dock10,,Bmpr1b,Ccl2,Car12
Apln,Bcl7a,Arid5a,Arid5b,Arhgef40,Dock11,,Bmpr2,Ccl27a,Car13
Apmap,Bcl7b,Arid5b,Arih2,Arhgef5,Dock9,,Bms1,Ccl3,Car2
Apobec3,Bcl7c,Arih2,Arl2bp,Arhgef7,Dok1,,Bnc1,Ccl4,Car3
Apol8,Bcl9,Arl1,Arl3,Arid1a,Dpysl5,,Bnc2,Ccl5,Car4
Apopt1,Bcl9l,Arl2bp,Arl4c,Arid1b,Dse,,Bnip2,Ccl7,Car8
App,Bcor,Arl3,Arl5a,Arid3a,Dstn,,Bora,Ccl9,Casp12
Appl2,Bend3,Arl4c,Arl6ip5,Arid4a,Dtl,,Bptf,Ccnd1,Casz1
Aqp11,Bhlhe40,Arl4d,Arl8a,Arid5a,Dtna,,Brca1,Ccnh,Cat
Aqr,Bhlhe41,Arl5a,Arl8b,Arid5b,Dtx4,,Brca2,Ccnj,Cav2
Arap1,Bicc1,Arl5b,Armc9,Arl15,Dusp3,,Bre,Ccnl1,Cblb
Arap2,Bicd1,Arl6ip5,Arnt2,Arl2bp,Dusp5,,Brk1,Ccrn4l,Cbln1
Arc,Bid,Arl8a,Arpc1b,Arl4c,Dusp6,,Brpf3,Ccser2,Cbs
Arcn1,Birc6,Arl8b,Arpc2,Arl4d,Dusp7,,Bspry,Cd180,Cbwd1
Areg,Blvrb,Armc9,Arpc5,Arl5a,Dut,,Btbd3,Cd200r4,Cbx1
Arf1,Bmi1,Arnt2,Arrb1,Arl5b,Dysf,,Btbd7,Cd274,Cbx7
Arf2,Bmp2k,Arntl,Arrb2,Arl6ip5,E030030I06Rik,,Btd,Cd28,Cc2d2a
Arf3,Bmp7,Arpc1b,Arrdc2,Arl8b,E130012A19Rik,,Btf3,Cd300lb,Ccbe1
Arf6,Bms1,Arpc4,Arrdc3,Armc2,E130308A19Rik,,Btg1,Cd33,Ccdc102a
Arfgap1,Bmyc,Arpc5,Arrdc4,Armc9,E130309D02Rik,,Btn1a1,Cd34,Ccdc137
Arfgap3,Bnc2,Arrb1,Arsb,Arnt,Ebf3,,Bub1b,Cd36,Ccdc141
Arfgef2,Bnip3l,Arrdc2,Artn,Arnt2,Ebi3,,Bves,Cd37,Ccdc149
Arfip1,Boc,Arrdc4,Arv1,Arpc1b,Edem1,,C1galt1,Cd44,Ccdc15
Arfrp1,Bod1l,Arsb,Asah1,Arpc5,Edil3,,C1qbp,Cd47,Ccdc17
Arhgap11a,Bok,Arsj,Asah2,Arrb1,Eea1,,C1ql3,Cd80,Ccdc171
Arhgap17,Bptf,Arsk,Asap1,Arrb2,Eef1a1,,C1qtnf3,Cd81,Ccdc3
Arhgap18,Brca2,Art4,Asb1,Arrdc2,Eef1g,,C1qtnf7,Cd93,Ccdc51
Arhgap19,Brd3,Artn,Asb13,Arrdc3,Eef2k,,C77080,Cd99l2,Ccdc53
Arhgap22,Brd4,Arv1,Asb16,Arrdc4,Eefsec,,Cab39,Cdc14b,Ccdc6
Arhgap23,Brd7,Arvcf,Asb4,Arsb,Efnb2,,Cab39l,Cdc27,Ccdc68
Arhgap24,Brf1,Asah1,Ascc3,Art3,Egln3,,Cachd1,Cdc42,Ccdc69
Arhgap26,Bri3,Asap1,Ascl2,Artn,Egr2,,Cacna1b,Cdc42ep3,Ccdc71l
Arhgap27,Bri3bp,Asb13,Asf1a,Arv1,Ehf,,Cacna1d,Cdc42se2,Ccdc80
Arhgap29,Brix1,Asb16,Asns,As3mt,Eif4b,,Cacna2d1,Cdc7,Ccdc88a
Arhgap31,Brpf1,Asb4,Aspa,Asah1,Eif4enif1,,Cacul1,Cdca7,Ccdc88c
Arhgap33,Brpf3,Ascc3,Aspm,Asah2,Eif4g3,,Cacybp,Cdca7l,Cck
Arhgap39,Bst1,Ascl2,Asrgl1,Asap1,Eif5a2,,Cadm1,Cdh10,Ccl2
Arhgap42,Btaf1,Asf1b,Ass1,Asap3,Elac2,,Calcrl,Cdh11,Ccl27a
Arhgap44,Btbd1,Asl,Asxl3,Asb13,Elf2,,Cald1,Cdh18,Ccl3
Arhgap6,Btbd11,Asph,Atad3a,Asb16,Elfn1,,Calm1,Cdh2,Ccl4
Arhgap8,Btbd8,Asphd2,Ate1,Ascc3,Ell2,,Calu,Cdh26,Ccl7
Arhgdia,Btf3,Aspm,Atf5,Asna1,Emg1,,Camk2d,Cdh4,Ccl9
Arhgdib,Btg2,Asrgl1,Atf6,Aspa,Eml4,,Camsap2,Cdh6,Ccnd1
Arhgef10,Btn1a1,Ass1,Atg16l1,Asph,Emx2,,Cap1,Cdh8,Ccng1
Arhgef10l,Bub3,Astn2,Atg16l2,Aspm,Enah,,Cap2,Cdk14,Ccnh
Arhgef12,Bves,Asxl3,Atg2b,Ass1,Enpp3,,Capn6,Cdk17,Ccnj
Arhgef17,Bysl,Atad3a,Atg3,Asxl1,Entpd7,,Capza2,Cdkl2,Ccnl1
Arhgef19,Bzw1,Ate1,Atg7,Asxl3,Eomes,,Car12,Cdkn2b,Ccny
Arhgef2,Bzw2,Atf3,Atg9b,Atad3a,Epb4.1l1,,Car13,Cecr2,Ccser2
Arhgef25,C030039L03Rik,Atf5,Athl1,Ate1,Epb4.1l3,,Car2,Celf2,Cct8
Arhgef26,C1ql1,Atf6,Atic,Atf1,Epb4.1l4a,,Car3,Cenpe,Cd180
Arhgef28,C2cd2,Atf6b,Atl3,Atf3,Epb4.1l4b,,Car4,Cenpf,Cd200r4
Arhgef33,C2cd2l,Atg16l1,Atoh8,Atf5,Epc1,,Car8,Cenpq,Cd274
Arhgef39,C77370,Atg2b,Atox1,Atf6,Epha2,,Casc5,Cenpw,Cd28
Arhgef4,C87436,Atg9b,Atp10a,Atf7ip,Epha4,,Casp1,Cep120,Cd300lb
Arhgef40,Cab39,Athl1,Atp10b,Atg16l2,Epha5,,Casp8,Cep128,Cd33
Arid2,Cabin1,Atic,Atp12a,Atg2b,Epha7,,Casq2,Cep350,Cd34
Arid3a,Cables1,Atl3,Atp13a2,Atg9b,Epsti1,,Cast,Cep41,Cd36
Arid5a,Cables2,Atmin,Atp1a1,Athl1,Erbb2ip,,Casz1,Cep44,Cd37
Arih1,Cachd1,Atoh8,Atp1b1,Atic,Erc1,,Cat,Cep55,Cd44
Arih2,Cacna2d1,Atox1,Atp1b3,Atl2,Erc2,,Cav2,Cep72,Cd47
Arl4a,Cacnb1,Atp10a,Atp2b1,Atl3,Ereg,,Cblb,Cerk,Cd81
Arl4c,Cacnb2,Atp10b,Atp5a1,Atn1,Ern1,,Cbs,Cers5,Cd93
Arl4d,Cacybp,Atp12a,Atp5b,Atoh8,Errfi1,,Cc2d2a,Cers6,Cd99l2
Arl5a,Calm2,Atp13a3,Atp5c1,Atox1,Esrrb,,Ccbe1,Cfdp1,Cdc27
Arl6ip1,Camk1d,Atp1a1,Atp5d,Atp10a,Etl4,,Ccdc12,Cgnl1,Cdc42
Arl8a,Camk2b,Atp1a3,Atp5e,Atp12a,Etnk2,,Ccdc132,Chchd3,Cdc42ep3
Arl8b,Camk2d,Atp1b1,Atp5g1,Atp1a1,Ets1,,Ccdc141,Chdh,Cdc42se2
Armc10,Camk2g,Atp1b3,Atp5g3,Atp1a3,Etv1,,Ccdc15,Chic2,Cdc73
Armc2,Camk2n2,Atp2b1,Atp5h,Atp1b1,Exoc6,,Ccdc171,Chl1,Cdca7
Armc5,Camkk2,Atp5a1,Atp5j2,Atp1b3,Exoc6b,,Ccdc34,Chn2,Cdca7l
Armc6,Camsap1,Atp5b,Atp5k,Atp2b1,Exog,,Ccdc51,Chpf2,Cdh10
Armc7,Camta1,Atp5c1,Atp5o,Atp5a1,Ext1,,Ccdc6,Chst14,Cdh11
Armc9,Camta2,Atp5d,Atp5sl,Atp5b,Eya1,,Ccdc68,Chst2,Cdh13
Armcx4,Canx,Atp5g1,Atp6v0a1,Atp5c1,Eya4,,Ccdc71l,Chst8,Cdh18
Arnt,Capn10,Atp5g3,Atp6v0a2,Atp5d,Fahd1,,Ccdc74a,Chsy3,Cdh2
Arnt2,Capn2,Atp5h,Atp6v0b,Atp5e,Fam110c,,Ccdc80,Cic,Cdh4
Arntl,Capn5,Atp5o,Atp6v0d1,Atp5g1,Fam114a1,,Ccdc85a,Cilp2,Cdh6
Arntl2,Capn7,Atp5sl,Atp6v0e,Atp5g3,Fam117b,,Ccdc88a,Cir1,Cdh8
Arpc1b,Caprin2,Atp6ap1,Atp6v1b2,Atp5h,Fam134b,,Ccdc88c,Cited2,Cdk14
Arpc2,Capza1,Atp6v0d1,Atp6v1g1,Atp5j,Fam160b1,,Ccdc91,Ckb,Cdk5rap2
Arpc3,Capza2,Atp6v0e,Atp6v1h,Atp5j2,Fam169a,,Cck,Ckmt1,Cdkl2
Arpc4,Carm1,Atp6v0e2,Atp8a1,Atp5k,Fam171a2,,Ccl27a,Clasp1,Cdkn2b
Arpc5,Casc3,Atp6v1b2,Atp8b1,Atp5l,Fam196a,,Ccl3,Cldn1,Cdv3
Arpp21,Casc4,Atp6v1c1,Atp8b2,Atp5o,Fam198b,,Ccl4,Cldn23,Cecr2
Arrb1,Casp7,Atp6v1g1,Atp9b,Atp6v0a2,Fam222a,,Ccl7,Clec16a,Celf2
Arrb2,Casp9,Atp6v1h,Atr,Atp6v0b,Fam32a,,Ccl9,Clic6,Celf4
Arrdc2,Cbfb,Atp8b1,Atraid,Atp6v1b2,Fam49a,,Ccm2,Clip1,Cenpe
Arrdc3,Cbl,Atp8b2,Atrn,Atp6v1g1,Fam53b,,Ccnb2,Cln6,Cenpw
Arrdc4,Cblb,Atp8b4,Atrnl1,Atp8b1,Fam65b,,Ccnd1,Clns1a,Cep112
Arsa,Cbln1,Atp9a,Atxn1,Atp8b2,Fam69b,,Ccnh,Clpb,Cep120
Arsb,Cbr3,Atp9b,Atxn1l,Atp9b,Fam78a,,Ccnj,Clstn2,Cep290
Artn,Cbr4,Atr,Atxn3,Atr,Fam84b,,Ccnl1,Clu,Cep350
Asah1,Cbwd1,Atraid,Atxn7,Atraid,Farp1,,Ccnyl1,Cmc1,Cep41
Asap1,Cbx1,Atrn,Atxn7l3,Atrn,Farsb,,Ccser2,Cmpk2,Cep44
Asap2,Cbx2,Atrnl1,Atxn7l3b,Atrnl1,Fbxl17,,Cct7,Cmss1,Cep55
Asap3,Cbx3,Atxn1,Auh,Atxn1,Fbxl7,,Cd180,Cmtm7,Cep72
Asb16,Cbx7,Atxn1l,Aunip,Atxn10,Fbxo11,,Cd200,Cnga3,Cerk
Ascc3,Cbx8,Atxn2,Aup1,Atxn1l,Fcgr1,,Cd200r4,Cnnm4,Cers5
Ascl2,Cc2d1b,Atxn3,Aurkaip1,Atxn2,Fez1,,Cd274,Cnr1,Cers6
Asf1a,Ccar1,Atxn7,Aurkb,Atxn2l,Fgf10,,Cd28,Cnst,Cfdp1
Asf1b,Ccdc112,Atxn7l3b,Avl9,Atxn3,Fgf15,,Cd2bp2,Cntln,Cgnl1
Ash2l,Ccdc115,Auh,Avpr1a,Atxn7,Fgf4,,Cd320,Cntn2,Ch25h
Asic2,Ccdc122,Aunip,Axl,Atxn7l3,Fgfr1,,Cd33,Cobl,Chchd3
Asns,Ccdc134,Aurkaip1,Azin1,Atxn7l3b,Fhl1,,Cd34,Coch,Chd1
Asphd2,Ccdc171,Aurkb,B3galnt1,Aunip,Filip1l,,Cd36,Cog2,Chdh
Aspm,Ccdc47,Avl9,B3galnt2,Aurkaip1,Fkbp10,,Cd37,Col10a1,Chka
Asprv1,Ccdc50,Avpr1a,B3galt1,Aurkb,Fkbp5,,Cd44,Col11a1,Chl1
Asrgl1,Ccdc57,Azi2,B3galt4,Auts2,Flnb,,Cd47,Col16a1,Chmp2b
Ass1,Ccdc58,Azin1,B3galt6,Avl9,Flnc,,Cd7,Col17a1,Chmp4c
Asxl1,Ccdc6,B2m,B3gnt2,Avpi1,Flot2,,Cd72,Col19a1,Chn2
Atad3a,Ccdc64,B3galnt1,B3gnt9,Avpr1a,Flrt2,,Cd81,Col24a1,Chpf2
Atad5,Ccdc85c,B3galnt2,B3gntl1,Axin1,Flrt3,,Cd82,Col25a1,Chst14
Ate1,Ccdc88a,B3galt1,B4galnt4,Azi2,Flt1,,Cd93,Col28a1,Chst2
Atf3,Ccdc88c,B3galt6,B4galt1,B3galnt1,Fmnl2,,Cd99l2,Col3a1,Chst8
Atf5,Ccdc9,B3gnt2,B4galt2,B3galt1,Fmnl3,,Cdan1,Col4a1,Chsy1
Atf6,Ccdc91,B3gnt9,B4galt4,B3galt6,Fndc3c1,,Cdc14b,Col4a2,Chsy3
Atf7ip,Ccm2,B4galnt1,B4galt5,B3gnt2,Focad,,Cdc27,Col4a6,Cic
Atf7ip2,Ccne2,B4galnt4,B4galt6,B3gnt9,Fos,,Cdc42,Col5a1,Cilp2
Atg12,Ccng2,B4galt1,B4galt7,B4galnt1,Fosl1,,Cdc42ep3,Col5a2,Cited2
Atg16l1,Ccnj,B4galt4,BC003965,B4galnt4,Fosl2,,Cdc42se2,Col6a1,Ckb
Atg3,Ccnl1,B4galt6,BC004004,B4galt1,Foxc2,,Cdca2,Col8a1,Ckmt1
